fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,score
48387,2008-07-06,0.0,99.68,13.81,28.15,18.96,18.97,34.6,22.02,12.58,28.65,3.33,4.87,2.06,2.81,5.71,7.16,3.74,3.43,
21009,2007-12-11,1.99,99.3,10.31,15.38,14.2,14.2,21.55,10.45,11.1,14.88,3.05,4.56,0.55,4.01,6.01,7.62,1.51,6.11,1.1344
20193,2004-01-14,0.02,90.75,2.88,3.8,-5.0,-4.9,12.62,-1.27,13.89,2.84,4.46,6.88,1.2,5.68,6.74,11.06,1.73,9.33,
48359,2003-02-25,0.01,87.91,2.17,-1.23,-9.08,-8.88,7.6,-8.06,15.66,-0.42,5.29,7.39,2.1,5.28,7.25,10.29,2.37,7.91,0.0
27073,2009-08-01,0.02,96.5,7.12,17.13,8.29,8.29,22.74,12.42,10.32,17.7,5.79,7.79,2.2,5.59,7.94,10.55,3.58,6.98,
18033,2004-04-01,0.06,98.3,4.2,4.56,1.02,1.03,10.03,-0.92,10.95,5.15,6.25,7.66,4.02,3.64,8.37,10.0,7.04,2.95,
47035,2002-03-05,0.0,98.09,2.95,0.65,-3.92,-3.87,10.24,-7.14,17.38,0.54,1.83,2.83,0.98,1.86,4.04,6.46,1.36,5.1,0.9746
27145,2012-08-03,7.44,96.61,11.77,25.05,15.88,15.88,31.31,18.56,12.75,25.31,4.96,7.59,2.5,5.09,7.38,9.81,4.21,5.6,
8023,2004-11-26,0.7,74.46,3.13,-1.58,-6.56,-6.51,4.24,-7.93,12.17,-1.92,5.47,7.71,2.4,5.32,8.07,10.1,4.51,5.59,
40059,2014-04-19,0.07,93.98,7.31,18.82,8.33,8.33,28.32,11.41,16.91,19.45,8.23,10.48,5.33,5.15,10.93,12.92,8.46,4.46,
19127,2007-11-26,0.01,98.28,2.95,-0.77,-3.66,-3.62,3.82,-3.02,6.84,-1.01,5.06,7.7,2.99,4.72,7.52,9.32,5.56,3.76,
12043,2015-07-29,5.47,101.39,19.35,26.72,24.73,24.73,29.17,24.47,4.7,26.63,2.76,3.7,1.92,1.78,4.44,6.17,3.18,2.99,
31143,2008-10-29,0.0,96.05,5.34,7.69,3.99,4.0,17.65,0.36,17.29,7.15,3.44,4.54,2.29,2.25,6.22,9.51,2.48,7.03,
37023,2006-11-20,0.22,95.56,3.45,1.88,-2.0,-1.97,6.05,-1.54,7.59,1.85,2.71,3.16,2.28,0.88,4.95,5.87,4.17,1.7,
18071,2011-03-03,0.01,99.97,4.13,4.5,0.49,0.51,10.37,-2.9,13.27,4.36,4.24,5.88,3.1,2.78,7.32,10.18,5.93,4.26,
31183,2011-06-02,0.05,93.32,13.86,24.9,17.93,17.93,30.93,19.29,11.65,24.79,8.85,11.4,6.03,5.36,12.18,16.07,8.7,7.37,
31181,2010-02-27,0.01,95.49,2.89,-0.78,-4.26,-4.23,6.19,-4.34,10.53,0.25,2.32,3.41,1.22,2.19,3.73,6.85,1.45,5.4,
31079,2001-06-30,2.25,95.07,12.61,27.54,16.79,16.79,34.36,19.71,14.65,29.0,2.32,3.54,0.59,2.95,3.63,5.3,0.48,4.82,
48191,2014-01-13,0.0,93.54,2.33,6.54,-7.7,-7.29,14.51,1.21,13.31,5.9,5.3,6.88,2.75,4.13,7.61,9.89,4.23,5.66,
54059,2004-04-22,3.43,96.96,10.74,17.12,14.6,14.6,22.45,13.16,9.29,17.13,2.12,2.91,1.41,1.5,4.96,6.33,2.75,3.58,
29141,2002-11-28,0.0,99.11,2.83,0.51,-4.07,-4.02,8.68,-4.03,12.71,0.47,2.7,3.77,1.79,1.98,5.24,7.72,3.55,4.17,
16073,2014-02-02,0.01,86.12,1.95,-2.22,-10.18,-9.97,3.27,-6.81,10.07,-1.89,3.06,5.32,0.76,4.56,4.67,7.71,0.98,6.73,
30009,2001-06-04,1.46,82.42,3.45,7.99,-4.05,-3.96,14.65,0.28,14.38,10.12,1.98,3.67,0.24,3.43,3.01,4.84,0.54,4.3,
50015,2000-09-14,0.23,98.01,8.72,16.28,11.55,11.55,22.11,11.31,10.8,16.39,2.23,2.92,1.81,1.11,4.46,5.37,2.74,2.63,
51093,2011-11-12,0.0,102.18,4.34,6.82,1.93,1.95,15.72,-0.27,15.99,6.81,4.06,5.93,2.74,3.2,6.96,8.49,4.33,4.16,
6079,2014-01-09,0.0,97.27,5.72,10.27,5.2,5.21,17.22,6.53,10.69,10.64,4.66,6.81,3.38,3.43,6.61,8.4,4.48,3.93,
8029,2000-01-02,4.23,75.13,2.51,-7.09,-8.93,-8.9,-2.31,-11.14,8.83,-7.43,3.02,4.47,1.9,2.57,4.84,6.58,3.73,2.85,
29005,2012-01-12,0.03,97.72,1.09,-8.0,-15.09,-14.49,-6.09,-10.38,4.29,-7.25,10.57,11.94,7.59,4.36,13.07,14.67,9.89,4.78,
45059,2012-08-16,0.01,99.43,13.09,25.53,17.99,17.99,32.99,18.61,14.38,25.47,1.12,1.82,0.17,1.65,2.43,4.53,0.51,4.01,
31075,2005-04-02,0.0,88.78,3.64,10.94,-2.32,-2.24,20.29,2.22,18.07,10.8,4.89,8.94,1.01,7.93,7.22,10.75,1.56,9.19,
13237,2011-05-09,0.0,99.52,12.34,24.94,17.15,17.16,31.99,17.12,14.87,24.28,1.3,1.99,0.57,1.42,2.55,4.8,0.87,3.93,
40077,2006-05-20,0.0,98.09,12.6,24.31,17.22,17.22,32.57,16.74,15.83,24.36,2.99,3.59,2.06,1.52,5.8,7.11,4.38,2.73,
6085,2011-06-12,0.0,98.43,7.97,14.75,10.31,10.31,22.39,10.15,12.24,15.92,3.21,4.65,2.1,2.55,4.01,5.77,2.31,3.46,
41023,2008-08-02,0.02,85.76,6.96,16.63,6.13,6.14,24.91,9.92,14.99,17.79,2.55,4.14,1.08,3.06,3.88,5.83,1.78,4.05,
35001,2015-02-10,0.0,81.56,3.3,8.94,-4.61,-4.51,18.66,2.86,15.8,7.27,3.23,4.81,2.08,2.73,4.85,7.91,2.68,5.24,1.7616
13289,2004-02-26,9.31,100.2,3.79,1.3,-0.03,-0.02,2.1,-0.56,2.65,1.35,4.56,6.79,2.68,4.11,7.21,10.68,4.84,5.84,
29035,2003-02-24,1.09,100.74,2.3,-3.07,-6.52,-6.44,0.49,-6.17,6.66,-2.86,3.09,3.76,2.37,1.39,4.95,6.15,3.91,2.24,
30015,2002-09-18,0.87,89.57,6.03,12.44,4.67,4.69,17.08,9.16,7.92,13.16,4.94,6.48,3.55,2.93,6.93,10.49,4.9,5.59,
48029,2001-10-19,0.0,98.7,11.24,19.84,15.59,15.59,28.12,12.48,15.64,20.23,3.5,5.01,2.52,2.5,5.85,8.55,3.24,5.3,
22049,2005-11-12,0.07,100.84,9.7,19.32,13.09,13.1,26.89,12.06,14.82,19.38,2.48,3.2,1.74,1.46,5.24,6.19,3.71,2.48,
13207,2001-02-13,1.58,100.51,6.19,7.47,6.73,6.73,12.15,3.75,8.4,7.57,0.99,1.52,0.46,1.06,2.06,4.08,0.6,3.48,2.902
48383,2015-11-15,2.93,92.57,9.45,13.82,11.84,11.84,18.55,9.78,8.78,14.11,6.53,8.07,4.75,3.32,8.51,9.8,6.45,3.35,
46115,2008-05-24,5.89,95.86,8.55,16.33,10.58,10.59,23.41,11.47,11.94,16.11,9.45,12.75,4.43,8.32,13.37,16.02,9.97,6.05,
39025,2003-05-11,9.37,97.48,9.53,17.09,12.04,12.04,22.07,11.68,10.39,17.11,7.81,9.59,4.73,4.86,11.79,13.93,8.61,5.32,
21161,2006-11-12,0.03,99.11,3.96,2.88,0.42,0.43,8.17,-0.01,8.18,3.02,2.31,3.04,1.42,1.62,3.85,5.33,3.08,2.26,
41037,2002-06-01,0.74,83.98,5.92,13.44,3.61,3.63,17.42,7.44,9.98,14.65,3.68,4.96,1.61,3.35,5.12,7.06,3.2,3.86,
22063,2007-09-26,0.22,101.41,16.87,25.75,22.47,22.47,30.78,22.03,8.75,25.75,2.35,2.93,1.86,1.07,4.09,5.4,2.75,2.65,
51600,2003-11-02,0.0,101.29,11.29,17.8,16.01,16.01,24.61,13.07,11.54,17.47,2.08,2.71,0.42,2.29,4.18,6.5,0.5,6.0,
19167,2000-06-11,0.01,96.65,8.66,22.9,11.29,11.29,28.67,16.02,12.65,23.3,4.6,6.2,2.99,3.21,7.13,9.35,4.97,4.38,
21009,2005-02-20,25.56,98.96,6.09,7.07,6.17,6.17,11.25,2.15,9.1,6.97,5.49,7.67,2.7,4.97,8.28,11.09,4.94,6.15,
51183,2011-11-21,2.5,101.75,10.35,15.98,14.77,14.77,20.69,12.91,7.78,15.85,2.17,3.26,1.23,2.03,4.24,6.57,1.75,4.82,
20163,2004-01-31,1.05,93.89,2.14,-5.52,-8.27,-8.2,-1.81,-8.59,6.78,-4.61,4.35,5.71,2.63,3.08,5.41,7.5,3.47,4.03,
55035,2009-05-11,0.01,98.46,4.72,10.77,2.67,2.69,17.42,2.79,14.64,10.95,2.32,3.94,1.2,2.73,3.38,8.76,1.73,7.03,
48225,2004-11-10,1.18,100.63,11.43,17.21,15.74,15.74,24.28,9.78,14.5,17.19,2.77,4.1,2.09,2.0,5.53,6.45,4.29,2.17,
17019,2000-11-14,0.21,99.06,3.02,-0.08,-3.24,-3.2,3.27,-4.17,7.44,-0.11,6.77,9.21,3.86,5.35,9.32,11.33,7.18,4.15,0.0
13035,2005-07-05,3.98,99.62,17.57,26.13,22.86,22.86,30.08,22.96,7.13,26.15,1.83,2.48,1.32,1.15,3.96,5.06,2.65,2.41,0.0
20057,2014-07-06,0.0,93.0,12.76,28.15,16.6,16.6,36.67,19.05,17.62,28.5,2.86,4.23,0.99,3.24,4.77,8.84,1.27,7.57,
32510,2007-06-16,0.25,82.38,4.7,20.17,-0.24,-0.17,29.87,11.67,18.2,21.31,4.3,7.54,2.1,5.44,5.82,8.87,3.32,5.55,
55045,2010-05-02,1.21,96.96,7.91,14.49,9.99,9.99,19.86,9.69,10.17,14.78,4.89,5.97,3.39,2.57,7.15,8.7,5.5,3.2,
29121,2001-05-23,0.21,97.77,5.76,12.04,5.47,5.48,17.5,7.85,9.65,12.33,6.61,9.74,3.09,6.65,9.42,12.41,6.15,6.26,
13143,2002-07-26,4.38,98.56,16.18,26.34,21.33,21.33,32.01,22.14,9.87,26.42,1.65,2.27,1.07,1.19,3.51,4.85,2.43,2.42,
27129,2009-04-08,0.0,97.16,3.22,2.93,-2.64,-2.59,10.54,-3.18,13.72,3.8,5.73,8.29,3.56,4.72,8.15,9.63,7.17,2.46,
48249,2008-05-22,0.01,98.71,15.02,31.06,19.8,19.8,40.35,24.95,15.41,32.55,6.55,8.66,4.02,4.64,8.59,10.75,4.64,6.11,
40049,2010-09-07,8.46,97.97,16.81,24.92,21.86,21.86,27.14,22.28,4.86,25.21,3.89,5.66,2.37,3.29,5.59,6.84,2.81,4.04,1.4187
48123,2012-03-05,0.0,101.5,7.32,15.06,9.48,9.49,24.22,7.52,16.7,15.11,4.07,6.67,1.71,4.96,6.71,9.56,2.03,7.53,
17045,2008-10-15,12.63,99.4,12.22,18.84,16.72,16.72,25.73,11.61,14.13,18.7,5.46,8.72,1.94,6.78,7.73,11.22,3.44,7.78,
28077,2012-01-14,0.0,101.37,3.79,3.99,-0.28,-0.26,13.35,-3.74,17.09,3.99,2.23,3.55,1.65,1.9,5.5,6.89,2.24,4.64,
19175,2010-06-23,4.92,97.42,16.89,24.7,21.73,21.73,28.86,18.87,9.99,24.59,5.17,7.81,2.77,5.05,7.67,10.03,6.13,3.9,
13001,2005-02-23,1.94,101.15,10.57,18.22,14.96,14.96,25.13,13.27,11.86,18.28,1.74,2.3,0.89,1.41,3.44,5.35,1.08,4.26,
31087,2011-02-19,3.67,90.6,3.87,4.89,-1.59,-1.55,14.04,-2.76,16.79,5.06,4.15,7.18,0.15,7.04,5.83,10.2,0.27,9.92,
22097,2001-01-25,0.0,102.55,5.01,7.03,4.13,4.13,14.15,2.6,11.55,6.82,2.84,3.71,1.9,1.81,4.85,6.31,2.95,3.36,
36091,2003-11-06,0.11,98.95,6.12,7.67,6.42,6.42,10.79,3.2,7.59,7.45,0.96,1.36,0.21,1.15,2.33,4.2,0.42,3.78,
48147,2008-04-15,0.0,99.77,6.09,12.37,6.35,6.36,19.9,4.52,15.38,12.57,5.94,7.98,3.66,4.32,8.87,10.28,5.94,4.34,0.0
51071,2007-03-17,1.01,93.28,2.45,-3.05,-6.59,-6.53,0.29,-5.46,5.74,-3.05,4.43,5.52,2.64,2.87,7.92,9.53,5.32,4.21,
49053,2016-04-03,0.0,83.02,3.06,12.99,-5.35,-5.2,20.91,5.59,15.32,11.55,1.88,3.4,0.34,3.05,2.28,3.63,0.46,3.18,
20175,2009-12-01,0.0,91.15,3.12,4.55,-4.05,-3.98,14.93,-2.27,17.19,4.17,5.15,10.33,0.58,9.75,7.45,13.63,0.44,13.19,0.0
27095,2004-01-20,0.08,98.28,1.1,-12.48,-15.08,-14.84,-8.42,-16.66,8.24,-12.35,4.44,8.1,2.81,5.29,6.11,10.77,3.61,7.16,2.0
29045,2007-05-15,7.22,98.97,10.93,17.68,14.66,14.66,21.49,11.07,10.42,17.59,5.72,9.21,2.12,7.08,8.24,11.76,2.79,8.97,0.0
22103,2005-04-07,1.05,100.86,10.69,18.11,15.11,15.11,20.82,15.79,5.02,18.69,4.18,5.37,3.21,2.16,6.15,7.28,5.14,2.15,
51125,2008-05-29,0.0,98.95,7.45,16.71,8.94,8.94,24.88,8.08,16.81,16.02,1.36,2.02,0.78,1.24,2.7,5.42,1.14,4.28,
38001,2009-11-01,0.0,92.41,4.37,7.03,0.69,0.72,12.61,0.9,11.71,6.65,6.09,8.46,2.89,5.56,9.11,12.85,5.92,6.93,
30019,2007-06-29,0.17,91.86,10.03,23.26,12.69,12.69,33.89,12.32,21.57,23.59,6.39,8.52,4.43,4.08,8.97,11.16,6.43,4.73,
19147,2000-07-21,0.18,97.33,6.5,17.85,7.15,7.16,24.37,10.37,14.0,18.62,3.22,4.46,1.6,2.86,4.75,6.88,2.5,4.38,
48025,2008-07-18,0.06,100.73,16.41,28.77,21.85,21.85,34.48,23.44,11.05,30.45,4.06,6.62,2.07,4.55,5.62,8.02,3.6,4.42,
29183,2014-03-10,0.0,98.79,5.22,9.8,4.13,4.14,20.79,1.41,19.38,9.13,4.22,5.5,3.08,2.43,7.47,8.28,6.78,1.51,
31009,2015-05-09,22.51,92.35,6.27,9.3,5.66,5.66,12.2,7.21,4.99,9.82,7.69,9.99,4.36,5.63,9.7,12.71,6.74,5.97,
36103,2004-10-24,0.22,101.4,6.76,10.8,8.31,8.31,11.6,10.16,1.44,13.11,6.27,6.95,5.54,1.4,7.29,8.28,6.39,1.89,
6063,2013-01-24,2.47,85.47,5.25,3.13,2.09,2.09,6.48,1.23,5.25,2.29,0.97,1.25,0.25,1.0,1.82,2.55,0.53,2.01,
29209,2015-11-28,14.94,98.01,4.59,3.34,2.26,2.27,5.52,1.94,3.58,3.63,2.86,3.58,2.04,1.54,4.03,4.95,2.91,2.04,
46035,2010-03-02,0.01,96.92,2.75,-2.62,-4.83,-4.81,4.98,-8.59,13.57,-2.68,3.18,4.14,2.24,1.91,5.02,6.64,2.45,4.19,0.0
54079,2002-10-19,6.28,98.36,7.68,11.97,9.6,9.6,14.68,8.98,5.71,11.97,2.36,3.57,0.74,2.84,4.98,6.97,2.27,4.71,
51085,2010-11-21,0.0,102.25,6.55,9.39,7.89,7.89,16.25,4.96,11.29,9.35,1.62,2.12,1.16,0.96,3.36,5.06,1.73,3.34,
19073,2005-03-19,0.11,97.54,2.57,-1.44,-5.44,-5.38,3.96,-4.65,8.61,-0.32,6.7,9.83,1.94,7.89,8.33,11.99,3.27,8.72,
47023,2011-09-28,0.0,99.47,10.16,21.27,14.12,14.12,27.39,14.8,12.59,20.07,1.86,2.91,0.19,2.72,2.86,4.21,0.3,3.92,
20205,2014-03-28,0.01,97.96,4.05,4.28,0.48,0.5,8.35,-0.07,8.42,4.35,3.54,5.19,2.47,2.72,5.34,7.24,3.36,3.88,
53025,2010-10-30,1.21,95.74,5.23,5.7,3.82,3.82,9.55,3.29,6.27,6.17,2.74,4.83,1.04,3.8,3.51,5.56,1.37,4.19,
29045,2001-10-14,1.36,98.24,4.9,10.1,3.16,3.18,15.32,5.41,9.91,9.97,5.68,9.88,2.54,7.35,8.92,12.46,5.61,6.86,
1067,2004-09-06,31.94,98.59,17.05,25.43,22.15,22.15,28.87,23.17,5.69,25.43,7.7,10.13,1.29,8.84,12.55,16.21,2.94,13.27,
19019,2002-01-30,1.91,98.98,2.65,-2.21,-4.88,-4.84,-0.47,-3.21,2.74,-1.88,4.43,6.67,2.71,3.96,5.37,8.19,3.32,4.87,
42091,2004-09-27,1.45,100.63,11.27,19.43,15.88,15.88,25.3,14.04,11.26,19.43,1.5,1.95,1.04,0.9,3.17,4.38,1.83,2.55,
40131,2008-09-15,0.0,99.75,7.47,15.23,9.52,9.52,21.46,9.58,11.87,15.46,4.02,5.21,2.63,2.58,6.07,7.95,4.8,3.16,
18115,2008-01-22,1.06,99.32,2.98,-1.93,-3.56,-3.54,2.29,-8.22,10.51,-2.09,3.86,5.57,1.78,3.78,6.52,8.84,3.72,5.12,0.0
13083,2004-11-01,0.18,97.79,12.38,20.6,16.96,16.96,26.38,15.77,10.61,20.61,2.64,3.67,1.67,2.0,5.6,6.87,3.43,3.43,
48189,2016-04-04,0.0,90.26,3.79,17.53,-1.55,-1.45,28.48,6.86,21.63,17.96,4.57,6.93,2.23,4.7,7.06,10.03,3.9,6.12,
34041,2008-08-31,0.0,99.43,7.78,21.35,10.04,10.04,29.78,14.41,15.36,21.36,1.9,2.45,1.33,1.12,4.22,5.75,3.11,2.63,
29227,2000-09-21,0.0,97.99,4.08,13.65,0.58,0.65,21.82,6.35,15.47,14.19,3.63,6.23,0.38,5.85,5.36,9.09,0.46,8.63,
13255,2001-10-30,0.0,100.13,3.19,12.77,-2.6,-2.43,23.73,5.33,18.4,10.65,1.8,2.82,0.61,2.21,2.79,4.78,0.8,3.98,2.0
6073,2000-03-03,0.72,93.54,6.05,9.59,5.43,5.43,13.52,6.26,7.26,10.33,2.42,3.15,0.75,2.4,3.1,4.05,1.14,2.91,
48027,2016-01-18,0.0,100.35,4.27,5.02,1.5,1.52,10.94,-0.76,11.71,4.96,2.15,4.18,0.15,4.03,3.39,7.9,0.32,7.58,
17057,2016-10-24,0.0,100.5,5.86,10.98,6.11,6.11,17.58,7.12,10.46,11.46,3.44,4.31,2.03,2.28,5.38,7.77,3.11,4.66,
54003,2008-12-22,0.01,98.79,1.04,-9.93,-15.43,-14.9,-6.62,-12.14,5.53,-9.95,4.76,6.27,1.85,4.42,8.11,10.53,4.28,6.25,
39071,2001-06-09,0.0,98.19,7.78,18.53,9.89,9.89,24.3,10.92,13.38,18.0,1.69,2.47,0.45,2.02,2.55,4.24,0.64,3.6,
47131,2001-09-30,0.0,101.11,6.26,16.47,7.15,7.16,24.93,9.48,15.45,16.98,3.94,5.14,3.02,2.11,6.48,7.88,4.55,3.33,
26075,2000-03-02,0.0,98.61,2.63,-0.01,-5.03,-4.95,5.24,-4.52,9.75,0.39,6.01,9.11,3.35,5.77,8.58,10.82,6.68,4.14,
48167,2005-05-07,0.04,101.62,13.61,22.26,19.0,19.0,24.01,20.37,3.64,22.41,5.85,6.51,4.73,1.78,7.28,7.73,6.21,1.52,
37165,2016-01-15,15.36,99.88,6.5,7.17,6.95,6.95,13.82,0.74,13.08,6.48,5.02,9.2,2.06,7.14,7.57,13.05,3.48,9.57,
36103,2014-12-07,8.68,102.84,3.67,3.24,-0.4,-0.36,4.8,-0.32,5.12,7.77,11.58,12.61,10.31,2.3,13.65,15.02,12.02,3.0,
34025,2009-01-09,0.01,101.32,2.57,-1.76,-5.03,-4.98,0.61,-3.61,4.21,-0.43,5.84,7.18,3.64,3.54,8.2,9.17,5.55,3.62,
56021,2006-08-16,1.31,82.01,9.2,21.74,9.66,9.66,27.45,15.64,11.8,22.53,3.3,5.74,0.85,4.89,4.71,6.81,1.21,5.6,
20119,2009-12-12,0.01,92.27,3.09,0.87,-3.87,-3.83,10.01,-4.44,14.45,-0.11,4.36,5.88,2.7,3.18,6.61,7.83,5.21,2.62,
28123,2001-04-12,1.94,100.15,15.4,23.67,20.81,20.81,28.85,20.2,8.65,23.66,2.78,3.66,2.08,1.57,5.66,6.48,4.23,2.25,
21127,2011-07-10,0.0,98.35,16.13,25.06,21.08,21.08,31.27,16.94,14.32,24.91,1.14,1.79,0.76,1.03,2.68,4.55,1.44,3.11,
1091,2015-03-14,0.36,101.02,11.14,18.42,15.82,15.82,24.24,14.77,9.47,18.39,1.66,2.33,1.14,1.19,3.74,4.73,2.57,2.16,
48355,2010-03-05,0.07,101.45,8.71,15.54,12.12,12.12,19.26,11.98,7.28,15.46,5.21,7.52,3.59,3.92,7.88,9.17,6.84,2.33,
6021,2000-07-16,0.11,97.2,6.9,23.5,7.88,7.89,31.16,18.08,13.08,25.02,2.84,3.45,2.05,1.4,3.89,6.27,2.77,3.5,
41015,2000-09-27,0.12,98.16,8.01,14.01,10.24,10.25,18.62,11.21,7.4,13.08,1.72,3.39,0.28,3.1,2.48,4.73,0.38,4.35,
54031,2000-04-21,12.4,94.87,7.69,12.85,9.03,9.03,19.28,4.5,14.77,12.81,2.11,3.55,0.97,2.58,4.06,6.29,2.53,3.76,
36047,2001-12-08,10.83,101.47,4.3,5.46,1.64,1.66,7.35,3.64,3.72,6.81,4.3,6.53,3.01,3.51,5.58,7.98,3.46,4.52,
34025,2004-09-09,4.93,100.7,16.85,24.61,22.31,22.31,27.89,20.54,7.35,24.4,7.19,10.09,4.68,5.41,10.24,14.04,6.74,7.3,
40079,2016-05-14,0.0,98.88,6.99,14.14,8.25,8.26,18.69,10.63,8.06,14.28,2.67,3.7,1.15,2.54,4.7,5.95,2.3,3.65,
12061,2015-01-14,1.29,101.72,12.04,18.9,17.09,17.09,23.04,15.88,7.16,19.3,4.75,5.96,3.49,2.47,6.4,7.24,5.53,1.71,
19097,2013-07-22,4.77,97.85,16.8,24.29,21.8,21.8,28.38,19.4,8.99,24.55,3.35,5.23,1.95,3.28,5.21,8.87,2.35,6.51,
13315,2016-06-07,0.31,99.78,14.74,25.95,20.0,20.0,31.35,21.01,10.34,26.08,3.42,4.85,1.91,2.94,5.36,7.29,2.93,4.36,0.0
28009,2002-10-02,1.28,100.24,16.87,24.97,22.27,22.27,30.19,20.65,9.53,24.97,2.05,2.73,1.65,1.08,4.17,5.66,2.71,2.94,
8039,2008-04-20,0.01,80.64,2.38,14.06,-8.76,-8.42,23.27,5.75,17.53,14.66,6.98,8.36,3.84,4.52,10.43,12.66,7.93,4.73,
6013,2013-10-12,0.0,99.38,6.16,14.09,6.35,6.37,24.45,7.45,17.01,15.26,3.51,5.72,1.85,3.86,4.85,6.85,2.27,4.58,
13069,2007-03-19,0.0,102.05,5.84,12.38,6.18,6.19,20.52,4.5,16.02,12.47,3.03,4.23,2.28,1.95,5.27,7.15,3.02,4.13,
48123,2001-11-17,1.18,101.27,12.11,18.88,17.12,17.12,22.61,16.39,6.22,18.85,3.42,4.67,1.89,2.78,5.19,6.24,3.86,2.38,
50013,2009-11-20,15.01,98.79,5.91,7.78,5.91,5.92,9.72,6.3,3.42,7.53,3.57,4.65,2.38,2.27,6.7,8.77,4.3,4.47,
16065,2010-02-22,0.21,82.53,1.37,-14.12,-15.24,-15.21,-5.67,-21.77,16.1,-16.61,1.9,2.43,0.51,1.92,2.72,3.54,0.66,2.88,
37035,2009-09-20,4.58,98.05,12.72,19.95,17.4,17.4,23.54,17.77,5.77,20.07,2.54,3.92,1.48,2.44,4.37,5.52,2.67,2.85,
40005,2000-02-01,1.26,100.1,3.82,2.75,-0.02,-0.01,10.66,-2.91,13.57,2.84,3.14,4.49,1.84,2.66,4.9,7.5,3.05,4.45,1.0
12007,2007-11-09,0.0,101.6,5.01,11.67,3.84,3.86,19.43,4.34,15.09,10.95,1.9,3.03,1.02,2.01,3.18,4.97,1.4,3.57,
18003,2003-05-11,11.02,96.79,7.94,13.59,9.22,9.23,21.08,9.52,11.56,13.81,13.2,16.43,6.01,10.42,17.27,21.0,9.42,11.58,
30047,2005-04-22,0.03,87.58,4.86,8.37,1.4,1.42,16.49,0.46,16.04,8.0,2.12,2.68,1.34,1.34,3.23,4.37,2.39,1.98,
1099,2005-05-12,0.0,100.94,13.15,23.54,18.37,18.37,30.03,18.33,11.69,23.2,1.45,2.12,0.32,1.8,3.27,6.1,0.83,5.27,
55003,2003-02-23,0.12,98.98,0.95,-14.09,-16.34,-16.07,-13.29,-15.17,1.88,-10.92,3.59,6.25,1.29,4.96,4.7,8.18,1.75,6.43,
20073,2002-03-01,5.19,97.01,3.63,0.48,-1.19,-1.17,2.76,-3.71,6.47,0.38,5.54,11.02,0.49,10.53,7.45,13.34,0.95,12.39,
1037,2008-07-02,0.0,99.97,8.62,26.2,11.47,11.48,34.2,15.51,18.69,26.51,1.42,2.54,0.55,1.99,2.65,5.28,0.86,4.42,
16057,2008-08-13,0.0,92.05,8.35,21.61,9.96,9.96,28.46,14.03,14.43,21.4,2.09,2.48,1.63,0.85,3.26,5.42,2.5,2.92,
21169,2007-12-08,4.92,99.38,7.77,10.29,9.93,9.93,13.62,7.0,6.61,10.01,1.6,3.07,0.86,2.21,3.31,6.91,0.89,6.01,
5041,2015-01-31,0.0,101.87,4.12,5.64,1.11,1.13,12.03,-0.12,12.15,5.74,3.52,5.3,2.52,2.78,5.84,8.53,3.98,4.54,
39141,2010-12-13,0.75,97.76,1.34,-9.2,-12.96,-12.72,-6.99,-11.9,4.91,-9.12,6.8,7.69,5.74,1.95,9.78,10.62,8.63,1.99,
35029,2013-03-28,0.0,85.92,3.49,17.3,-3.32,-3.19,24.83,9.41,15.41,18.26,4.22,6.04,3.14,2.9,6.51,8.01,5.15,2.86,
39123,2015-08-19,7.71,98.55,16.46,24.97,21.58,21.58,29.33,20.94,8.39,25.15,5.68,9.55,4.06,5.49,7.78,12.5,5.85,6.64,
30033,2008-09-24,0.0,92.23,4.52,13.31,1.07,1.12,22.02,5.76,16.26,14.04,2.95,4.98,1.52,3.46,4.93,9.84,2.36,7.49,
37147,2003-08-02,3.87,101.6,17.9,25.4,23.5,23.5,28.02,23.28,4.74,25.35,3.22,4.28,2.49,1.8,5.26,6.01,4.0,2.01,
8101,2000-08-10,0.34,84.34,10.01,25.88,11.03,11.04,34.3,17.44,16.85,28.65,2.56,3.37,0.93,2.44,3.43,5.56,0.93,4.63,
17057,2005-02-05,0.0,100.19,4.78,4.49,3.13,3.13,12.75,-0.17,12.93,3.88,5.05,7.51,3.34,4.17,7.87,11.12,4.5,6.62,
51045,2006-04-07,13.57,94.11,8.89,15.83,11.02,11.03,24.69,9.02,15.67,15.84,2.55,4.56,1.44,3.11,5.82,8.82,2.6,6.22,
40025,2008-11-17,0.0,87.46,4.12,7.83,-0.81,-0.77,14.65,3.2,11.45,8.0,4.09,5.44,2.37,3.08,6.86,10.45,2.23,8.22,
21161,2007-07-06,0.16,98.46,12.0,24.65,16.44,16.44,32.0,17.29,14.71,24.85,1.89,2.48,1.22,1.26,3.52,4.5,1.64,2.86,
45087,2003-03-22,0.0,98.87,8.1,13.94,10.55,10.55,20.73,7.59,13.14,13.93,2.16,3.41,0.99,2.42,4.46,5.96,1.25,4.7,
47021,2003-03-02,0.08,99.26,4.39,3.11,1.71,1.72,5.53,-3.22,8.75,3.13,3.26,4.69,1.76,2.93,5.2,6.58,3.24,3.34,
